qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_ms,q2_ms,q3_ms,race_name,year,round,circuitId,era,full_name,nationality,constructor_name,circuit_name,country,positionOrder,points,grid,dnf,grid_vs_finish,best_qual_ms,q1_vs_team_avg_ms,reached_q2,reached_q3
612,47,1,1,2,2,1:27.513,1:26.936,1:27.373,87513.0,86936.0,87373.0,Turkish Grand Prix,2007,12,5,V8,Lewis Hamilton,British,McLaren,Istanbul Park,Turkey,5,4.0,2,False,-3.0,87373.0,92.5,1,1
613,47,8,6,6,3,1:27.294,1:26.902,1:27.546,87294.0,86902.0,87545.99999999999,Turkish Grand Prix,2007,12,5,V8,Kimi RÃ_ikkÃÂ¦nen,Finnish,Ferrari,Istanbul Park,Turkey,2,8.0,3,False,1.0,87545.99999999999,-97.0,1,1
614,47,4,1,1,4,1:27.328,1:26.841,1:27.574,87328.0,86841.00000000001,87574.0,Turkish Grand Prix,2007,12,5,V8,Fernando Alonso,Spanish,McLaren,Istanbul Park,Turkey,3,6.0,4,False,1.0,87574.0,-92.5,1,1
615,47,9,2,10,5,1:27.997,1:27.253,1:27.722,87997.0,87253.0,87722.00000000001,Turkish Grand Prix,2007,12,5,V8,Robert Kubica,Polish,BMW Sauber,Istanbul Park,Turkey,8,1.0,5,False,-3.0,87722.00000000001,-51.0,1,1
616,47,2,2,9,6,1:28.099,1:27.253,1:28.037,88099.0,87253.0,88037.0,Turkish Grand Prix,2007,12,5,V8,Nick Heidfeld,German,BMW Sauber,Istanbul Park,Turkey,4,5.0,6,False,2.0,88037.0,51.0,1,1
617,47,5,4,4,7,1:28.127,1:27.039,1:28.491,88127.0,87039.0,88491.0,Turkish Grand Prix,2007,12,5,V8,Heikki Kovalainen,Finnish,Renault,Istanbul Park,Turkey,6,3.0,7,False,1.0,88491.0,-93.0,1,1
618,47,3,3,16,8,1:28.275,1:27.750,1:28.501,88275.0,87750.0,88501.0,Turkish Grand Prix,2007,12,5,V8,Nico Rosberg,German,Williams,Istanbul Park,Turkey,7,2.0,8,False,1.0,88501.0,-42.5,1,1
619,47,15,7,12,9,1:28.318,1:27.801,1:28.740,88318.0,87801.0,88740.0,Turkish Grand Prix,2007,12,5,V8,Jarno Trulli,Italian,Toyota,Istanbul Park,Turkey,16,0.0,9,False,-7.0,88740.0,-245.5,1,1
620,47,21,4,3,10,1:28.313,1:27.880,1:29.322,88313.0,87880.0,89322.0,Turkish Grand Prix,2007,12,5,V8,Giancarlo Fisichella,Italian,Renault,Istanbul Park,Turkey,9,0.0,10,False,1.0,89322.0,93.0,1,1
621,47,19,8,23,11,1:28.304,1:28.002,,88304.0,88002.0,,Turkish Grand Prix,2007,12,5,V8,Anthony Davidson,British,Super Aguri,Istanbul Park,Turkey,14,0.0,11,False,-3.0,88002.0,-324.5,1,0
622,47,17,9,15,12,1:28.500,1:28.013,,88500.0,88013.0,,Turkish Grand Prix,2007,12,5,V8,Mark Webber,Australian,Red Bull,Istanbul Park,Turkey,22,0.0,12,True,-10.0,88013.0,52.5,1,0
623,47,14,9,14,13,1:28.395,1:28.100,,88395.0,88100.0,,Turkish Grand Prix,2007,12,5,V8,David Coulthard,British,Red Bull,Istanbul Park,Turkey,10,0.0,13,False,3.0,88100.0,-52.5,1,0
624,47,25,3,17,14,1:28.360,1:28.390,,88360.0,88390.0,,Turkish Grand Prix,2007,12,5,V8,Alexander Wurz,Austrian,Williams,Istanbul Park,Turkey,11,0.0,14,False,3.0,88390.0,42.5,1,0
625,47,24,5,18,15,1:28.798,,,88798.0,,,Turkish Grand Prix,2007,12,5,V8,Vitantonio Liuzzi,Italian,Toro Rosso,Istanbul Park,Turkey,15,0.0,15,False,0.0,88798.0,-305.0,0,0
626,47,23,7,11,16,1:28.809,,,88809.0,,,Turkish Grand Prix,2007,12,5,V8,Ralf Schumacher,German,Toyota,Istanbul Park,Turkey,12,0.0,16,False,4.0,88809.0,245.5,0,0
627,47,11,8,22,17,1:28.953,,,88953.0,,,Turkish Grand Prix,2007,12,5,V8,Takuma Sato,Japanese,Super Aguri,Istanbul Park,Turkey,18,0.0,17,False,-1.0,88953.0,324.5,0,0
628,47,20,5,19,18,1:29.408,,,89408.0,,,Turkish Grand Prix,2007,12,5,V8,Sebastian Vettel,German,Toro Rosso,Istanbul Park,Turkey,19,0.0,18,False,-1.0,89408.0,305.0,0,0
629,47,16,12,20,19,1:29.861,,,89861.0,,,Turkish Grand Prix,2007,12,5,V8,Adrian Sutil,German,Spyker,Istanbul Park,Turkey,21,0.0,19,True,-2.0,89861.0,-809.0,0,0
630,47,29,12,21,20,1:31.479,,,91479.0,,,Turkish Grand Prix,2007,12,5,V8,Sakon Yamamoto,Japanese,Spyker,Istanbul Park,Turkey,20,0.0,20,False,0.0,91479.0,809.0,0,0
631,47,18,11,7,21,1:28.373,1:28.220,,88373.0,88220.0,,Turkish Grand Prix,2007,12,5,V8,Jenson Button,British,Honda,Istanbul Park,Turkey,13,0.0,21,False,8.0,88220.0,-209.5,1,0
632,47,22,11,8,22,1:28.792,1:28.188,,88792.0,88188.0,,Turkish Grand Prix,2007,12,5,V8,Rubens Barrichello,Brazilian,Honda,Istanbul Park,Turkey,17,0.0,22,False,5.0,88188.0,209.5,1,0
633,48,4,1,1,1,1:21.718,1:21.356,1:21.997,81718.0,81356.0,81997.0,Italian Grand Prix,2007,13,14,V8,Fernando Alonso,Spanish,McLaren,Autodromo Nazionale di Monza,Italy,1,10.0,1,False,0.0,81997.0,-119.0,1,1
634,48,1,1,2,2,1:21.956,1:21.746,1:22.034,81956.0,81746.0,82033.99999999999,Italian Grand Prix,2007,13,14,V8,Lewis Hamilton,British,McLaren,Autodromo Nazionale di Monza,Italy,2,8.0,2,False,0.0,82033.99999999999,119.0,1,1
635,48,13,6,5,3,1:22.309,1:21.993,1:22.549,82309.0,81993.0,82549.0,Italian Grand Prix,2007,13,14,V8,Felipe Massa,Brazilian,Ferrari,Autodromo Nazionale di Monza,Italy,21,0.0,3,True,-18.0,82549.0,-182.0,1,1
636,48,2,2,9,4,1:23.107,1:22.466,1:23.174,83107.0,82466.00000000001,83174.0,Italian Grand Prix,2007,13,14,V8,Nick Heidfeld,German,BMW Sauber,Autodromo Nazionale di Monza,Italy,4,5.0,4,False,0.0,83174.0,9.5,1,1
637,48,8,6,6,5,1:22.673,1:22.369,1:23.183,82673.0,82369.0,83183.0,Italian Grand Prix,2007,13,14,V8,Kimi RÃ_ikkÃÂ¦nen,Finnish,Ferrari,Autodromo Nazionale di Monza,Italy,3,6.0,5,False,2.0,83183.0,182.0,1,1
638,48,9,2,10,6,1:23.088,1:22.400,1:23.446,83088.0,82400.0,83446.0,Italian Grand Prix,2007,13,14,V8,Robert Kubica,Polish,BMW Sauber,Autodromo Nazionale di Monza,Italy,5,4.0,6,False,1.0,83446.0,-9.5,1,1
639,48,5,4,4,7,1:23.505,1:23.134,1:24.102,83505.0,83134.0,84102.0,Italian Grand Prix,2007,13,14,V8,Heikki Kovalainen,Finnish,Renault,Autodromo Nazionale di Monza,Italy,7,2.0,7,False,0.0,84102.0,-27.0,1,1
640,48,3,3,16,8,1:23.333,1:22.748,1:24.382,83333.0,82748.0,84382.0,Italian Grand Prix,2007,13,14,V8,Nico Rosberg,German,Williams,Autodromo Nazionale di Monza,Italy,6,3.0,8,False,2.0,84382.0,-203.0,1,1
641,48,15,7,12,9,1:23.724,1:23.107,1:24.555,83724.0,83107.0,84555.0,Italian Grand Prix,2007,13,14,V8,Jarno Trulli,Italian,Toyota,Autodromo Nazionale di Monza,Italy,11,0.0,9,False,-2.0,84555.0,-31.5,1,1
642,48,18,11,7,10,1:23.639,1:23.021,1:25.165,83639.0,83021.0,85164.99999999999,Italian Grand Prix,2007,13,14,V8,Jenson Button,British,Honda,Autodromo Nazionale di Monza,Italy,8,1.0,10,False,2.0,85164.99999999999,82.5,1,1
643,48,17,9,15,11,1:23.575,1:23.166,,83575.0,83166.0,,Italian Grand Prix,2007,13,14,V8,Mark Webber,Australian,Red Bull,Autodromo Nazionale di Monza,Italy,9,0.0,11,False,2.0,83166.0,-222.0,1,0
644,48,22,11,8,12,1:23.474,1:23.176,,83474.0,83176.0,,Italian Grand Prix,2007,13,14,V8,Rubens Barrichello,Brazilian,Honda,Autodromo Nazionale di Monza,Italy,10,0.0,12,False,2.0,83176.0,-82.5,1,0
645,48,25,3,17,13,1:23.739,1:23.209,,83739.0,83209.0,,Italian Grand Prix,2007,13,14,V8,Alexander Wurz,Austrian,Williams,Autodromo Nazionale di Monza,Italy,13,0.0,13,False,0.0,83209.0,203.0,1,0
646,48,19,8,23,14,1:23.646,1:23.274,,83646.0,83274.0,,Italian Grand Prix,2007,13,14,V8,Anthony Davidson,British,Super Aguri,Autodromo Nazionale di Monza,Italy,14,0.0,14,False,0.0,83274.0,-51.5,1,0
647,48,21,4,3,15,1:23.559,1:23.325,,83559.0,83325.0,,Italian Grand Prix,2007,13,14,V8,Giancarlo Fisichella,Italian,Renault,Autodromo Nazionale di Monza,Italy,12,0.0,15,False,3.0,83325.0,27.0,1,0
648,48,20,5,19,16,1:23.578,1:23.351,,83578.0,83351.0,,Italian Grand Prix,2007,13,14,V8,Sebastian Vettel,German,Toro Rosso,Autodromo Nazionale di Monza,Italy,18,0.0,16,False,-2.0,83351.0,-154.0,1,0
649,48,11,8,22,17,1:23.749,,,83749.0,,,Italian Grand Prix,2007,13,14,V8,Takuma Sato,Japanese,Super Aguri,Autodromo Nazionale di Monza,Italy,16,0.0,17,False,1.0,83749.0,51.5,0,0
650,48,23,7,11,18,1:23.787,,,83787.0,,,Italian Grand Prix,2007,13,14,V8,Ralf Schumacher,German,Toyota,Autodromo Nazionale di Monza,Italy,15,0.0,18,False,3.0,83787.0,31.5,0,0
651,48,24,5,18,19,1:23.886,,,83886.0,,,Italian Grand Prix,2007,13,14,V8,Vitantonio Liuzzi,Italian,Toro Rosso,Autodromo Nazionale di Monza,Italy,17,0.0,19,False,2.0,83886.0,154.0,0,0
652,48,14,9,14,20,1:24.019,,,84019.0,,,Italian Grand Prix,2007,13,14,V8,David Coulthard,British,Red Bull,Autodromo Nazionale di Monza,Italy,22,0.0,20,True,-2.0,84019.0,222.0,0,0
653,48,16,12,20,21,1:24.699,,,84699.0,,,Italian Grand Prix,2007,13,14,V8,Adrian Sutil,German,Spyker,Autodromo Nazionale di Monza,Italy,19,0.0,21,False,2.0,84699.0,-192.5,0,0
654,48,29,12,21,22,1:25.084,,,85084.0,,,Italian Grand Prix,2007,13,14,V8,Sakon Yamamoto,Japanese,Spyker,Autodromo Nazionale di Monza,Italy,20,0.0,22,False,2.0,85084.0,192.5,0,0
655,49,8,6,6,1,1:46.242,1:45.070,1:45.994,106241.99999999999,105070.0,105994.0,Belgian Grand Prix,2007,14,13,V8,Kimi RÃ_ikkÃÂ¦nen,Finnish,Ferrari,Circuit de Spa-Francorchamps,Belgium,1,10.0,1,False,0.0,105994.0,90.99999999998545,1,1
656,49,13,6,5,2,1:46.060,1:45.173,1:46.011,106060.0,105173.0,106011.0,Belgian Grand Prix,2007,14,13,V8,Felipe Massa,Brazilian,Ferrari,Circuit de Spa-Francorchamps,Belgium,2,8.0,2,False,0.0,106011.0,-91.0,1,1
657,49,4,1,1,3,1:46.058,1:45.442,1:46.091,106058.0,105442.0,106091.00000000001,Belgian Grand Prix,2007,14,13,V8,Fernando Alonso,Spanish,McLaren,Circuit de Spa-Francorchamps,Belgium,3,6.0,3,False,0.0,106091.00000000001,-189.5,1,1
658,49,1,1,2,4,1:46.437,1:45.132,1:46.406,106437.0,105132.0,106406.0,Belgian Grand Prix,2007,14,13,V8,Lewis Hamilton,British,McLaren,Circuit de Spa-Francorchamps,Belgium,4,5.0,4,False,0.0,106406.0,189.5,1,1
659,49,3,3,16,5,1:46.950,1:46.469,1:47.334,106950.0,106469.0,107334.0,Belgian Grand Prix,2007,14,13,V8,Nico Rosberg,German,Williams,Circuit de Spa-Francorchamps,Belgium,6,3.0,5,False,-1.0,107334.0,-286.0,1,1
660,49,2,2,9,6,1:46.923,1:45.994,1:47.409,106923.0,105994.0,107408.99999999999,Belgian Grand Prix,2007,14,13,V8,Nick Heidfeld,German,BMW Sauber,Circuit de Spa-Francorchamps,Belgium,5,4.0,6,False,1.0,107408.99999999999,108.0,1,1
661,49,17,9,15,7,1:47.084,1:46.426,1:47.524,107084.0,106426.0,107524.0,Belgian Grand Prix,2007,14,13,V8,Mark Webber,Australian,Red Bull,Circuit de Spa-Francorchamps,Belgium,7,2.0,7,False,0.0,107524.0,-128.0,1,1
662,49,15,7,12,8,1:47.143,1:46.480,1:47.798,107143.0,106479.99999999999,107798.0,Belgian Grand Prix,2007,14,13,V8,Jarno Trulli,Italian,Toyota,Circuit de Spa-Francorchamps,Belgium,11,0.0,8,False,-3.0,107798.0,-78.5,1,1
663,49,5,4,4,9,1:46.971,1:46.240,1:48.505,106971.0,106240.00000000001,108505.0,Belgian Grand Prix,2007,14,13,V8,Heikki Kovalainen,Finnish,Renault,Circuit de Spa-Francorchamps,Belgium,8,1.0,9,False,1.0,108505.0,-86.0,1,1
664,49,23,7,11,10,1:47.300,1:46.618,,107300.0,106618.0,,Belgian Grand Prix,2007,14,13,V8,Ralf Schumacher,German,Toyota,Circuit de Spa-Francorchamps,Belgium,10,0.0,10,False,0.0,106618.0,78.5,1,0
665,49,14,9,14,11,1:47.340,1:46.800,,107340.0,106800.0,,Belgian Grand Prix,2007,14,13,V8,David Coulthard,British,Red Bull,Circuit de Spa-Francorchamps,Belgium,20,0.0,11,True,-9.0,106800.0,128.0,1,0
666,49,18,11,7,12,1:47.474,1:46.955,,107473.99999999999,106955.0,,Belgian Grand Prix,2007,14,13,V8,Jenson Button,British,Honda,Circuit de Spa-Francorchamps,Belgium,18,0.0,12,True,-6.0,106955.0,-240.00000000001455,1,0
667,49,24,5,18,13,1:47.576,1:47.115,,107576.0,107115.00000000001,,Belgian Grand Prix,2007,14,13,V8,Vitantonio Liuzzi,Italian,Toro Rosso,Circuit de Spa-Francorchamps,Belgium,12,0.0,13,False,1.0,107115.00000000001,-2.5,1,0
668,49,9,2,10,14,1:46.707,1:45.885,1:46.996,106707.0,105884.99999999999,106996.00000000001,Belgian Grand Prix,2007,14,13,V8,Robert Kubica,Polish,BMW Sauber,Circuit de Spa-Francorchamps,Belgium,9,0.0,14,False,5.0,106996.00000000001,-108.0,1,1
669,49,25,3,17,15,1:47.522,1:47.394,,107521.99999999999,107394.0,,Belgian Grand Prix,2007,14,13,V8,Alexander Wurz,Austrian,Williams,Circuit de Spa-Francorchamps,Belgium,19,0.0,15,True,-4.0,107394.0,285.99999999998545,1,0
670,49,20,5,19,16,1:47.581,,,107581.0,,,Belgian Grand Prix,2007,14,13,V8,Sebastian Vettel,German,Toro Rosso,Circuit de Spa-Francorchamps,Belgium,21,0.0,16,True,-5.0,107581.0,2.5,0,0
671,49,22,11,8,17,1:47.954,,,107954.00000000001,,,Belgian Grand Prix,2007,14,13,V8,Rubens Barrichello,Brazilian,Honda,Circuit de Spa-Francorchamps,Belgium,13,0.0,17,False,4.0,107954.00000000001,240.00000000001455,0,0
672,49,11,8,22,18,1:47.980,,,107979.99999999999,,,Belgian Grand Prix,2007,14,13,V8,Takuma Sato,Japanese,Super Aguri,Circuit de Spa-Francorchamps,Belgium,15,0.0,18,False,3.0,107979.99999999999,-109.50000000001455,0,0
673,49,16,12,20,19,1:48.044,,,108044.0,,,Belgian Grand Prix,2007,14,13,V8,Adrian Sutil,German,Spyker,Circuit de Spa-Francorchamps,Belgium,14,0.0,19,False,5.0,108044.0,-756.5,0,0
674,49,19,8,23,20,1:48.199,,,108199.0,,,Belgian Grand Prix,2007,14,13,V8,Anthony Davidson,British,Super Aguri,Circuit de Spa-Francorchamps,Belgium,16,0.0,20,False,4.0,108199.0,109.5,0,0
675,49,29,12,21,21,1:49.557,,,109557.0,,,Belgian Grand Prix,2007,14,13,V8,Sakon Yamamoto,Japanese,Spyker,Circuit de Spa-Francorchamps,Belgium,17,0.0,21,False,4.0,109557.0,756.5,0,0
676,49,21,4,3,22,1:47.143,1:46.603,,107143.0,106603.00000000001,,Belgian Grand Prix,2007,14,13,V8,Giancarlo Fisichella,Italian,Renault,Circuit de Spa-Francorchamps,Belgium,22,0.0,22,True,0.0,106603.00000000001,86.0,1,0
677,50,1,1,2,1,1:25.489,1:24.753,1:25.368,85489.0,84753.0,85368.0,Japanese Grand Prix,2007,15,16,V8,Lewis Hamilton,British,McLaren,Fuji Speedway,Japan,1,10.0,1,False,0.0,85368.0,55.0,1,1
678,50,4,1,1,2,1:25.379,1:24.806,1:25.438,85379.0,84806.0,85438.0,Japanese Grand Prix,2007,15,16,V8,Fernando Alonso,Spanish,McLaren,Fuji Speedway,Japan,21,0.0,2,True,-19.0,85438.0,-55.0,1,1
679,50,8,6,6,3,1:25.390,1:24.988,1:25.516,85390.0,84988.0,85515.99999999999,Japanese Grand Prix,2007,15,16,V8,Kimi RÃ_ikkÃÂ¦nen,Finnish,Ferrari,Fuji Speedway,Japan,3,6.0,3,False,0.0,85515.99999999999,15.5,1,1
680,50,13,6,5,4,1:25.359,1:25.049,1:25.765,85359.00000000001,85049.0,85765.0,Japanese Grand Prix,2007,15,16,V8,Felipe Massa,Brazilian,Ferrari,Fuji Speedway,Japan,6,3.0,4,False,-2.0,85765.0,-15.499999999985448,1,1
681,50,2,2,9,5,1:25.971,1:25.248,1:26.505,85971.0,85248.0,86505.0,Japanese Grand Prix,2007,15,16,V8,Nick Heidfeld,German,BMW Sauber,Fuji Speedway,Japan,14,0.0,5,True,-9.0,86505.0,-164.5,1,1
682,50,18,11,7,6,1:26.614,1:25.454,1:26.913,86614.0,85454.00000000001,86913.0,Japanese Grand Prix,2007,15,16,V8,Jenson Button,British,Honda,Fuji Speedway,Japan,11,0.0,6,True,-5.0,86913.0,-354.5,1,1
683,50,17,9,15,7,1:25.970,1:25.535,1:26.914,85970.0,85535.0,86914.0,Japanese Grand Prix,2007,15,16,V8,Mark Webber,Australian,Red Bull,Fuji Speedway,Japan,20,0.0,7,True,-13.0,86914.0,-467.0,1,1
684,50,20,5,19,8,1:26.025,1:25.909,1:26.973,86025.0,85908.99999999999,86973.0,Japanese Grand Prix,2007,15,16,V8,Sebastian Vettel,German,Toro Rosso,Fuji Speedway,Japan,19,0.0,8,True,-11.0,86973.0,-604.5,1,1
685,50,9,2,10,9,1:26.300,1:25.530,1:27.225,86300.0,85530.0,87225.0,Japanese Grand Prix,2007,15,16,V8,Robert Kubica,Polish,BMW Sauber,Fuji Speedway,Japan,7,2.0,9,False,2.0,87225.0,164.5,1,1
686,50,21,4,3,10,1:26.909,1:26.033,,86908.99999999999,86033.0,,Japanese Grand Prix,2007,15,16,V8,Giancarlo Fisichella,Italian,Renault,Fuji Speedway,Japan,5,4.0,10,False,5.0,86033.0,-157.00000000001455,1,0
687,50,5,4,4,11,1:27.223,1:26.232,,87223.0,86232.0,,Japanese Grand Prix,2007,15,16,V8,Heikki Kovalainen,Finnish,Renault,Fuji Speedway,Japan,2,8.0,11,False,9.0,86232.0,157.0,1,0
688,50,14,9,14,12,1:26.904,1:26.247,,86904.0,86247.0,,Japanese Grand Prix,2007,15,16,V8,David Coulthard,British,Red Bull,Fuji Speedway,Japan,4,5.0,12,False,8.0,86247.0,467.0,1,0
689,50,15,7,12,13,1:26.711,1:26.253,,86711.0,86253.0,,Japanese Grand Prix,2007,15,16,V8,Jarno Trulli,Italian,Toyota,Fuji Speedway,Japan,13,0.0,13,False,0.0,86253.0,-240.0,1,0
690,50,24,5,18,14,1:27.234,1:26.948,,87234.00000000001,86948.00000000001,,Japanese Grand Prix,2007,15,16,V8,Vitantonio Liuzzi,Italian,Toro Rosso,Fuji Speedway,Japan,9,0.0,14,False,5.0,86948.00000000001,604.5000000000146,1,0
691,50,23,7,11,15,1:27.191,,,87191.0,,,Japanese Grand Prix,2007,15,16,V8,Ralf Schumacher,German,Toyota,Fuji Speedway,Japan,16,0.0,15,True,-1.0,87191.0,240.0,0,0
692,50,3,3,16,16,1:26.579,1:25.816,1:26.728,86579.00000000001,85816.0,86728.00000000001,Japanese Grand Prix,2007,15,16,V8,Nico Rosberg,German,Williams,Fuji Speedway,Japan,18,0.0,16,True,-2.0,86728.00000000001,-437.5,1,1
693,50,22,11,8,17,1:27.323,,,87323.00000000001,,,Japanese Grand Prix,2007,15,16,V8,Rubens Barrichello,Brazilian,Honda,Fuji Speedway,Japan,10,0.0,17,False,7.0,87323.00000000001,354.50000000001455,0,0
694,50,25,3,17,18,1:27.454,,,87454.00000000001,,,Japanese Grand Prix,2007,15,16,V8,Alexander Wurz,Austrian,Williams,Fuji Speedway,Japan,22,0.0,18,True,-4.0,87454.00000000001,437.5,0,0
695,50,19,8,23,19,1:27.564,,,87564.0,,,Japanese Grand Prix,2007,15,16,V8,Anthony Davidson,British,Super Aguri,Fuji Speedway,Japan,17,0.0,19,True,2.0,87564.0,-599.0,0,0
696,50,16,12,20,20,1:28.628,,,88628.0,,,Japanese Grand Prix,2007,15,16,V8,Adrian Sutil,German,Spyker,Fuji Speedway,Japan,8,1.0,20,False,12.0,88628.0,-520.0,0,0
697,50,11,8,22,21,1:28.762,,,88762.0,,,Japanese Grand Prix,2007,15,16,V8,Takuma Sato,Japanese,Super Aguri,Fuji Speedway,Japan,15,0.0,21,True,6.0,88762.0,599.0,0,0
698,50,29,12,21,22,1:29.668,,,89668.0,,,Japanese Grand Prix,2007,15,16,V8,Sakon Yamamoto,Japanese,Spyker,Fuji Speedway,Japan,12,0.0,22,False,10.0,89668.0,520.0,0,0
699,51,1,1,2,1,1:35.798,1:35.898,1:35.908,95798.0,95898.0,95908.0,Chinese Grand Prix,2007,16,17,V8,Lewis Hamilton,British,McLaren,Shanghai International Circuit,China,19,0.0,1,True,-18.0,95908.0,-5.5,1,1
700,51,8,6,6,2,1:35.692,1:35.381,1:36.044,95692.0,95381.0,96044.0,Chinese Grand Prix,2007,16,17,V8,Kimi RÃ_ikkÃÂ¦nen,Finnish,Ferrari,Shanghai International Circuit,China,1,10.0,2,False,1.0,96044.0,-50.0,1,1
701,51,13,6,5,3,1:35.792,1:35.796,1:36.221,95792.0,95795.99999999999,96221.0,Chinese Grand Prix,2007,16,17,V8,Felipe Massa,Brazilian,Ferrari,Shanghai International Circuit,China,3,6.0,3,False,0.0,96221.0,50.0,1,1
702,51,4,1,1,4,1:35.809,1:35.845,1:36.576,95809.0,95845.0,96576.0,Chinese Grand Prix,2007,16,17,V8,Fernando Alonso,Spanish,McLaren,Shanghai International Circuit,China,2,8.0,4,False,2.0,96576.0,5.5,1,1
703,51,14,9,14,5,1:36.930,1:36.252,1:37.619,96930.0,96252.00000000001,97619.0,Chinese Grand Prix,2007,16,17,V8,David Coulthard,British,Red Bull,Shanghai International Circuit,China,8,1.0,5,False,-3.0,97619.0,-134.5,1,1
704,51,23,7,11,6,1:37.135,1:36.709,1:38.013,97134.99999999999,96709.0,98013.0,Chinese Grand Prix,2007,16,17,V8,Ralf Schumacher,German,Toyota,Shanghai International Circuit,China,20,0.0,6,True,-14.0,98013.0,-37.00000000001455,1,1
705,51,17,9,15,7,1:37.199,1:36.602,1:38.153,97199.0,96602.0,98152.99999999999,Chinese Grand Prix,2007,16,17,V8,Mark Webber,Australian,Red Bull,Shanghai International Circuit,China,10,0.0,7,False,-3.0,98152.99999999999,134.5,1,1
706,51,2,2,9,8,1:36.737,1:36.217,1:38.455,96737.0,96217.0,98455.0,Chinese Grand Prix,2007,16,17,V8,Nick Heidfeld,German,BMW Sauber,Shanghai International Circuit,China,7,2.0,8,False,1.0,98455.0,214.0,1,1
707,51,9,2,10,9,1:36.309,1:36.116,1:38.472,96309.0,96116.0,98472.00000000001,Chinese Grand Prix,2007,16,17,V8,Robert Kubica,Polish,BMW Sauber,Shanghai International Circuit,China,18,0.0,9,True,-9.0,98472.00000000001,-214.0,1,1
708,51,18,11,7,10,1:37.092,1:36.771,1:39.285,97092.0,96771.0,99285.0,Chinese Grand Prix,2007,16,17,V8,Jenson Button,British,Honda,Shanghai International Circuit,China,5,4.0,10,False,5.0,99285.0,-79.5,1,1
709,51,24,5,18,11,1:37.047,1:36.862,,97047.0,96862.0,,Chinese Grand Prix,2007,16,17,V8,Vitantonio Liuzzi,Italian,Toro Rosso,Shanghai International Circuit,China,6,3.0,11,False,5.0,96862.0,20.5,1,0
710,51,15,7,12,12,1:37.209,1:36.959,,97209.0,96959.0,,Chinese Grand Prix,2007,16,17,V8,Jarno Trulli,Italian,Toyota,Shanghai International Circuit,China,13,0.0,12,False,-1.0,96959.0,37.0,1,0
711,51,5,4,4,13,1:37.225,1:36.991,,97225.0,96991.0,,Chinese Grand Prix,2007,16,17,V8,Heikki Kovalainen,Finnish,Renault,Shanghai International Circuit,China,9,0.0,13,False,4.0,96991.0,-32.5,1,0
712,51,19,8,23,14,1:37.203,1:37.247,,97203.0,97247.0,,Chinese Grand Prix,2007,16,17,V8,Anthony Davidson,British,Super Aguri,Shanghai International Circuit,China,22,0.0,14,True,-8.0,97247.0,-507.5,1,0
713,51,3,3,16,15,1:37.144,1:37.483,,97144.0,97483.0,,Chinese Grand Prix,2007,16,17,V8,Nico Rosberg,German,Williams,Shanghai International Circuit,China,16,0.0,15,False,-1.0,97483.0,-156.0,1,0
714,51,22,11,8,16,1:37.251,,,97251.0,,,Chinese Grand Prix,2007,16,17,V8,Rubens Barrichello,Brazilian,Honda,Shanghai International Circuit,China,15,0.0,16,False,1.0,97251.0,79.5,0,0
715,51,20,5,19,17,1:37.006,1:36.891,,97006.0,96890.99999999999,,Chinese Grand Prix,2007,16,17,V8,Sebastian Vettel,German,Toro Rosso,Shanghai International Circuit,China,4,5.0,17,False,13.0,96890.99999999999,-20.5,1,0
716,51,21,4,3,18,1:37.290,,,97289.99999999999,,,Chinese Grand Prix,2007,16,17,V8,Giancarlo Fisichella,Italian,Renault,Shanghai International Circuit,China,11,0.0,18,False,7.0,97289.99999999999,32.49999999998545,0,0
717,51,25,3,17,19,1:37.456,,,97456.0,,,Chinese Grand Prix,2007,16,17,V8,Alexander Wurz,Austrian,Williams,Shanghai International Circuit,China,12,0.0,19,False,7.0,97456.0,156.0,0,0
718,51,11,8,22,20,1:38.218,,,98218.0,,,Chinese Grand Prix,2007,16,17,V8,Takuma Sato,Japanese,Super Aguri,Shanghai International Circuit,China,14,0.0,20,False,6.0,98218.0,507.5,0,0
719,51,16,12,20,21,1:38.668,,,98668.0,,,Chinese Grand Prix,2007,16,17,V8,Adrian Sutil,German,Spyker,Shanghai International Circuit,China,21,0.0,21,True,0.0,98668.0,-334.0,0,0
720,51,29,12,21,22,1:39.336,,,99336.0,,,Chinese Grand Prix,2007,16,17,V8,Sakon Yamamoto,Japanese,Spyker,Shanghai International Circuit,China,17,0.0,22,False,5.0,99336.0,334.0,0,0
721,52,13,6,5,1,1:12.303,1:12.374,1:11.931,72303.0,72374.0,71931.0,Brazilian Grand Prix,2007,17,18,V8,Felipe Massa,Brazilian,Ferrari,AutÃ_dromo JosÃÂ© Carlos Pace,Brazil,2,8.0,1,False,-1.0,71931.0,-356.5,1,1
722,52,1,1,2,2,1:13.033,1:12.296,1:12.082,73033.0,72295.99999999999,72082.0,Brazilian Grand Prix,2007,17,18,V8,Lewis Hamilton,British,McLaren,AutÃ_dromo JosÃÂ© Carlos Pace,Brazil,7,2.0,2,False,-5.0,72082.0,69.0,1,1
